traj,tr,delay,observed_gap,dataset,gap_hat_E_locked,gap_hat_E_locked_source,tr_key,delay_key,traj_key,relief_consistency_overshoot_availability_index_mean,corner_turn_phase_index_mean,v3_residual_target,RCOAI_standardized,CTPI_standardized,v3_option_a_correction,gap_hat_A_development,v3_development_residual_after_correction
circle,0.4,34,0.6793668046904928,original_96,0.6563005603526996,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.4,34,circle,-0.0352563699313578,0.0586524900298313,0.02306624433779325,-0.7186352728229296,-0.6205643556916018,-0.0020541156626568084,0.6542464446900428,0.025120360000450058
circle,0.4,44,0.2560426485032481,original_96,0.32186327809665505,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.4,44,circle,0.0079154585690904,0.080160469887868,-0.06582062959340695,-0.6220668932820907,-0.609969204341681,-0.001778088826187983,0.3200851892704671,-0.06404254076721898
circle,0.4,56,0.1997557782223631,original_96,0.18627284545925837,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.4,56,circle,0.0386409340232403,0.094862638109843,0.013482932763104721,-0.553338987184755,-0.6027266972112116,-0.0015816399825046186,0.18469120547675374,0.01506457274560934
circle,0.4,68,1.436070576848118,original_96,0.569286548347042,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.4,68,circle,-0.0500032400945803,0.1055427462032071,0.8667840285010759,-0.7516216300013558,-0.597465516829344,-0.002148402424657833,0.5671381459223841,0.8689324309257338
lemniscate,0.2,0,-0.0918592227212144,original_96,0.06416371017359271,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.2,0,lemniscate,0.0114018149640668,0.0,-0.15602293289480712,-0.6142684793798114,-0.6494574462104485,-0.0017557981806458744,0.06240791199294683,-0.15426713471416126
lemniscate,0.2,8,-0.4841632145973089,original_96,-0.6719021740229002,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.2,8,lemniscate,0.2278032775135456,0.0729488133436195,0.18773895942559132,-0.1302134996734558,-0.6135217738100501,-0.00037219657771308385,-0.6722743706006132,0.18811115600330441
lemniscate,0.2,18,0.1748948856819975,original_96,0.2761067663657317,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.2,18,lemniscate,0.6302880022634324,0.138826908277808,-0.10121188068373424,0.7700795620075814,-0.5810692426528122,0.002201161770974507,0.27830792813670624,-0.10341304245470875
lemniscate,0.2,26,0.2488085951340169,original_96,0.2866792493426427,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.2,26,lemniscate,0.5952586479387824,0.2022225807693951,-0.037870654208625815,0.6917245768010082,-0.5498395897792349,0.0019771953050260393,0.28865644464766876,-0.039847849513651855
lemniscate,0.2,34,0.2168056103074542,original_96,0.26607314257622083,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.2,34,lemniscate,0.5695530643687513,0.1991092559805434,-0.04926753226876662,0.6342253548145282,-0.55137325995919,0.001812842041361355,0.2678859846175822,-0.05108037431012798
lemniscate,0.2,44,0.2917695849446329,original_96,0.3714702721138565,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.2,44,lemniscate,0.5071485208200506,0.2313462514848271,-0.07970068716922363,0.4946365105194301,-0.5354928356381221,0.001413847388242827,0.3728841195020994,-0.08111453455746645
lemniscate,0.2,56,0.3080029544284253,original_96,0.3176645647725215,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.2,56,lemniscate,0.5895894797411951,0.2926265140204499,-0.009661610344096183,0.679043566864638,-0.5053052652287514,0.001940948460327918,0.3196055132328494,-0.011602558804424101
lemniscate,0.2,68,0.318638186562695,original_96,0.34834577471053163,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.2,68,lemniscate,0.5523538346480138,0.3272944226674646,-0.02970758814783664,0.5957534669845973,-0.48822733687263487,0.0017028756782394758,0.3500486503887711,-0.03141046382607612
lemniscate,0.3,0,-0.1301141276542103,original_96,-0.038463991468473305,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.3,0,lemniscate,-0.1321278945701548,0.0,-0.09165013618573699,-0.9353211645942723,-0.6494574462104485,-0.002673481147481743,-0.041137472615955045,-0.08897665503825525
lemniscate,0.3,8,-0.6581319795897618,original_96,-0.8505847766420482,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.3,8,lemniscate,0.1203842245309639,0.0595735550433723,0.19245279705228646,-0.37049250194531336,-0.6201106253419365,-0.0010589995786782005,-0.8516437762207264,0.19351179663096466
lemniscate,0.3,18,-0.2556515678144672,original_96,-0.1322070374283236,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.3,18,lemniscate,0.3142917207555514,0.1141164202668559,-0.12344453038614359,0.06324712275080904,-0.5932419972366703,0.00018078281205162315,-0.132026254616272,-0.12362531319819521
lemniscate,0.3,26,0.3430521473959756,original_96,0.43833249633614224,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.3,26,lemniscate,0.256418670605362,0.1749833760334171,-0.09528034894016663,-0.06620550564623641,-0.563258027900067,-0.000189238924451676,0.4381432574116906,-0.09509111001571495
lemniscate,0.3,34,0.3347721563550863,original_96,0.41927969119089137,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.3,34,lemniscate,0.259428226224604,0.2097694874347529,-0.08450753483580509,-0.05947361776047758,-0.5461218711059346,-0.00016999679027272367,0.4191096944006186,-0.08433753804553236
lemniscate,0.3,44,0.5018367538683524,original_96,0.46016731460589105,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.3,44,lemniscate,0.3088799521772121,0.2305391863553468,0.041669439262461305,0.05114187402235107,-0.5358904079462853,0.00014618169803198223,0.46031349630392304,0.041523257564429324
lemniscate,0.3,56,0.4328535444386343,original_96,0.39585038899075725,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.3,56,lemniscate,0.4047518326593152,0.279653642869163,0.03700315544787702,0.2655917239191088,-0.5116958948554362,0.000759155778467735,0.396609544769225,0.03624399966940929
lemniscate,0.3,68,0.5377165778592716,original_96,0.4294918283940159,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.3,68,lemniscate,0.3669063596321926,0.3197757532064834,0.10822474946525573,0.18093753784154162,-0.4919311454783211,0.0005171839519968115,0.4300090123460127,0.10770756551325893
lemniscate,0.4,0,-0.1206183774584378,original_96,-0.08896952850622232,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.4,0,lemniscate,0.0963428332374483,0.0,-0.03164884895221548,-0.42426919567738297,-0.6494574462104485,-0.0012127125302384845,-0.0901822410364608,-0.030436136421976998
lemniscate,0.4,8,-0.5568143115048545,original_96,-0.6916183348999916,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.4,8,lemniscate,0.137520084344997,0.0490544468877124,0.13480402339513708,-0.33216236232051205,-0.6252924947555699,-0.0009494383824320948,-0.6925677732824237,0.13575346177756917
lemniscate,0.4,18,-0.2427140261964256,original_96,-0.009498811859320985,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.4,18,lemniscate,0.1168408802320357,0.0841929049741836,-0.23321521433710463,-0.37841838854748067,-0.6079827667343257,-0.0010816545866156764,-0.010580466445936661,-0.23213355975048894
lemniscate,0.4,26,0.4527702521984965,original_96,0.6065216430055022,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.4,26,lemniscate,-0.0332608820343127,0.1306933079345224,-0.15375139080700567,-0.7141716899888367,-0.5850759753736762,-0.0020413571525226483,0.6044802858529795,-0.15171003365448302
lemniscate,0.4,34,0.5923090520437053,original_96,0.6297341127013424,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.4,34,lemniscate,-0.0921434646445031,0.1522481151632273,-0.037425060657637066,-0.8458824787914615,-0.57445775616323,-0.002417833516057642,0.6273162791852848,-0.035007227141579424
lemniscate,0.4,44,0.7321423682943287,original_96,0.593031382730738,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.4,44,lemniscate,0.0541083850393701,0.1578393809155129,0.1391109855635907,-0.5187408074889507,-0.5717034153430269,-0.0014827460574494292,0.5915486366732885,0.14059373162104014
lemniscate,0.4,56,0.6547624621451908,original_96,0.5262059864377857,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.4,56,lemniscate,0.0653245943049012,0.2489391127748091,0.12855647570740514,-0.49365196620088625,-0.5268263300306291,-0.0014110332097829296,0.5247949532280027,0.12996750891718806
lemniscate,0.4,68,0.9072888379865652,original_96,0.5624834724872668,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.4,68,lemniscate,0.0410051556400508,0.2775709977384732,0.3448053654992984,-0.5480506068140131,-0.5127218368785122,-0.001566523907131702,0.5609169485801351,0.3463718894064301
square,0.2,0,0.1423096040405677,original_96,0.49632230146807504,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.2,0,square,-1.730218935453226,0.0,-0.35401269742750735,-4.509991673980008,-0.6494574462104485,-0.012891163134232594,0.48343113833384244,-0.34112153429327474
square,0.2,8,0.1816057424307101,original_96,0.45778544733102566,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.2,8,square,2.5684808620233945,2.7197004090339814,-0.27617970490031557,5.105502688751008,0.690307499189079,0.014593345797658811,0.47237879312868447,-0.2907730506979744
square,0.2,18,0.1599365355617019,original_96,0.12159806673018952,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.2,18,square,1.3325872387137054,0.6838189220210411,0.03833846883151237,2.3410090679484123,-0.31259805622708775,0.006691438028090371,0.12828950475827988,0.031647030803422
square,0.2,26,0.0667339477164361,original_96,0.08674527523987356,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.2,26,square,0.4991817832818208,4.544786173645584,-0.020011327523437455,0.47681621054566276,1.5893719408651503,0.0013629106214660346,0.0881081858613396,-0.02137423814490349
square,0.2,34,0.1149874335906433,original_96,0.0780034397676059,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.2,34,square,0.5763174440306719,0.3548384641222359,0.036983993823037395,0.6493561751953212,-0.4746587316420162,0.0018560913171879422,0.07985953108479385,0.035127902505849455
square,0.2,44,0.1399976287828657,original_96,0.08985161413283038,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.2,44,square,0.4372424518952437,0.6642490796728928,0.05014601465003532,0.3382679704176664,-0.3222384521611226,0.0009668903858289545,0.09081850451865933,0.04917912426420636
square,0.2,56,0.2781460653402487,original_96,0.10163309363963435,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.2,56,square,0.4277042083646,4.201212840842859,0.17651297170061436,0.3169324663768637,1.4201225978367118,0.0009059059133458052,0.10253899955298015,0.17560706578726856
square,0.2,68,0.2997339284929752,original_96,0.12269201171134808,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.2,68,square,0.4599608899441747,9.707470443612587,0.17704191678162712,0.3890854322738727,4.132587136955125,0.0011121447983006042,0.12380415650964868,0.17592977198332652
square,0.3,0,0.0073124990399193,original_96,0.13079239227107886,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.3,0,square,-1.6234834870880996,0.0,-0.12347989323115956,-4.27124178438295,-0.6494574462104485,-0.01220873088212167,0.11858366138895719,-0.11127116234903789
square,0.3,8,0.2571221403530843,original_96,0.474605519619923,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.3,8,square,2.3471444773934143,2.511374573316012,-0.2174833792668387,4.610409088605645,0.5876830884308611,0.013178191884402012,0.487783711504325,-0.2306615711512407
square,0.3,18,0.2518423594552158,original_96,0.3144483827207159,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.3,18,square,0.9384490444295086,1.287378150191364,-0.06260602326550008,1.4593858414320255,-0.015275787315045187,0.004171444720448266,0.3186198274411642,-0.06677746798594834
square,0.3,26,0.2209410891207663,original_96,0.23117000761655832,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.3,26,square,0.4694024658966094,1.8497535539121288,-0.010228918495792022,0.41020470661799513,0.26175871602850814,0.0011725112092670431,0.23234251882582535,-0.011401429705059064
square,0.3,34,0.1857068431711748,original_96,0.22749098688490804,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.3,34,square,0.3075365870305155,2.447503742329532,-0.041784143713733235,0.04813698403149085,0.5562193654027727,0.00013759265178249833,0.22762857953669055,-0.04192173636551573
square,0.3,44,0.2177778776285504,original_96,0.2583713728339568,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.3,44,square,0.3079030179294394,0.818182279495604,-0.040593495205406394,0.04895663053134683,-0.2464086643026496,0.0001399354935227629,0.25851130832747954,-0.04073343069892916
square,0.3,56,0.4463412388936647,original_96,0.26582576652197254,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.3,56,square,0.2464497330661906,3.7929249350589074,0.1805154723716922,-0.08850440234206725,1.2189938919017012,-0.0002529771164039634,0.26557278940556855,0.18076844948809614
square,0.3,68,0.4313136064188256,original_96,0.25495862830366,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.3,68,square,0.225141411904308,8.275721702020157,0.1763549781151656,-0.13616766138881825,3.4272863735939283,-0.0003892156933897661,0.2545694126102702,0.17674419380855536
square,0.4,0,-0.0205682830318547,original_96,-0.24590999100008332,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.4,0,square,0.1504854495942653,0.0,0.2253417079682286,-0.30316094274283656,-0.6494574462104485,-0.0008665419919449228,-0.24677653299202823,0.22620824996017352
square,0.4,8,0.1980386619060679,original_96,0.48896609529904117,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.4,8,square,0.1170931502810947,0.2629229461498738,-0.2909274333929733,-0.37785410135626146,-0.5199376853490355,-0.0010800416527651478,0.487886053646276,-0.2898473917402081
square,0.4,18,0.3786901251517595,original_96,0.46083877470589213,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.4,18,square,0.3666614582919756,1.1279746571821248,-0.08214864955413265,0.18038973325708008,-0.09380032310532124,0.000515618131309222,0.46135439283720137,-0.08266426768544187
square,0.4,26,0.456528497795597,original_96,0.48238424856258433,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.4,26,square,0.0619970485856085,1.212046507055178,-0.025855750766987318,-0.5010951463746612,-0.05238527717575277,-0.0014323084707576232,0.4809519400918267,-0.024423442296229694
square,0.4,34,0.5726328558251526,original_96,0.4816370478745223,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.4,34,square,0.0343876832084474,1.3033607487894747,0.09099580795063028,-0.5628528195433044,-0.007402521102702997,-0.0016088339052059365,0.48002821396931633,0.09260464185583622
square,0.4,44,0.5192474999904102,original_96,0.42117844600931104,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.4,44,square,0.076695555455918,0.383015097017771,0.09806905398109916,-0.4682169700398104,-0.4607785024419781,-0.0013383309281528501,0.4198401150811582,0.09940738490925201
square,0.4,56,0.8843270271079917,original_96,0.4620211178652141,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.4,56,square,0.028929737292347,1.7287096473103256,0.4223059092427776,-0.575061359488141,0.20213068406563756,-0.0016437302623251054,0.460377387602889,0.4239496395051027
square,0.4,68,1.0704884560944523,original_96,0.47515629355290934,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.4,68,square,-0.0373181791732241,3.913200359891745,0.595332162541543,-0.7232472057506093,1.2782433582946955,-0.0020672982102162346,0.4730889953426931,0.5973994607517592
zigzag,0.2,0,0.2256546141852722,original_96,0.30160768533749693,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.2,0,zigzag,-0.0012663673998917,0.0,-0.07595307115222474,-0.642605149034714,-0.6494574462104485,-0.0018367944790004212,0.2997708908584965,-0.07411627667322432
zigzag,0.2,8,0.0409797725828029,original_96,0.11908197839888028,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.2,8,zigzag,0.1115019992135631,0.3053577789618586,-0.07810220581607738,-0.3903605996240833,-0.49903365442101844,-0.0011157896809352778,0.11796618871794501,-0.07698641613514211
zigzag,0.2,18,0.0639781780287427,original_96,0.09787102231887415,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.2,18,zigzag,0.1483798609812912,1.6894150056400965,-0.03389284429013145,-0.30787080302434955,0.18277355808332843,-0.0008800044507735542,0.09699101786810059,-0.0330128398393579
zigzag,0.2,26,0.1333456645766508,original_96,0.1256810584305445,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.2,26,zigzag,0.2437116388788168,4.543468786717108,0.007664606146106312,-0.0946290750253689,1.5887229764349369,-0.0002704836131808285,0.12541057481736367,0.007935089759287141
zigzag,0.2,34,0.1391951286727062,original_96,0.07649224207851202,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.2,34,zigzag,0.3435417778223807,6.521349371538066,0.06270288659419418,0.12867475717197904,2.5630564232099298,0.0003677983033830985,0.07686004038189512,0.06233508829081108
zigzag,0.2,44,0.1963546264493954,original_96,0.09784349328151826,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.2,44,zigzag,0.4925843566102037,7.39140652789029,0.09851113316787713,0.4620588369308075,2.9916595424000842,0.0013207287895572331,0.09916422207107549,0.0971904043783199
zigzag,0.2,56,0.2054057451403257,original_96,0.11180117346608832,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.2,56,zigzag,0.5397918188508346,5.932806381261738,0.09360457167423737,0.5676542747234351,2.273131376828474,0.0016225581748904854,0.11342373164097881,0.09198201349934688
zigzag,0.2,68,-0.0074532516577736,original_96,0.11341190144251835,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.2,68,zigzag,0.5062453869009762,4.267611688681411,-0.12086515310029194,0.4926163463961413,1.4528316596339288,0.0014080730393850479,0.1148199744819034,-0.12227322613967699
zigzag,0.3,0,0.2169308451956277,original_96,0.37346091839905304,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.3,0,zigzag,-0.0161351759043496,0.0,-0.15653007320342535,-0.6758642625087619,-0.6494574462104485,-0.0019318608756786083,0.37152905752337445,-0.15459821232774673
zigzag,0.3,8,0.0074154402265502,original_96,0.14898757915151817,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.3,8,zigzag,0.0672393031330971,0.3003010590441194,-0.14157213892496798,-0.4893690730445424,-0.5015246699983176,-0.0013987911751283085,0.14758878797638986,-0.14017334774983967
zigzag,0.3,18,0.1037713793177534,original_96,0.19635817860853114,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.3,18,zigzag,0.1178519122823344,2.050865509710025,-0.09258679929077773,-0.37615687380158147,0.3608294620502968,-0.0010751903716841817,0.19528298823684695,-0.09151160891909355
zigzag,0.3,26,0.2647130997676798,original_96,0.2584674778146367,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.3,26,zigzag,0.1674742075889852,3.341269849851105,0.006245621953043123,-0.265159846033566,0.9965018672055761,-0.0007579213175908513,0.25770955649704586,0.0070035432706339745
zigzag,0.3,34,0.2384596072021687,original_96,0.21959529068993705,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.3,34,zigzag,0.1743987656484968,4.321676684934704,0.018864316512231638,-0.24967073255215422,1.4794648823641656,-0.0007136479124212776,0.21888164277751576,0.019577964424652917
zigzag,0.3,44,0.2779905567840508,original_96,0.19453308381068443,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.3,44,zigzag,0.2844087298784569,6.068354501688767,0.08345747297336639,-0.0035962819663372587,2.3399044006364282,-1.0279455230976082e-05,0.19452280435545347,0.08346775242859737
zigzag,0.3,56,0.2950416149615664,original_96,0.19013388778800383,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.3,56,zigzag,0.4075075653446629,5.763089944010093,0.10490772717356256,0.27175585106209027,2.1895265310401046,0.0007767750501481637,0.190910662838152,0.1041309521234144
zigzag,0.3,68,-0.16314180191375,original_96,0.08960570105597696,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.3,68,zigzag,0.4347219337529296,4.770792799739846,-0.2527475029697269,0.33262998006467426,1.700706172408933,0.0009507750005591826,0.09055647605653613,-0.2536982779702861
zigzag,0.4,0,0.2335767334121188,original_96,0.23965853348102653,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.4,0,zigzag,0.017192920223174,0.0,-0.006081800068907739,-0.6013147160103353,-0.6494574462104485,-0.0017187717094526806,0.23793976177157386,-0.004363028359455058
zigzag,0.4,8,0.0183671591181646,original_96,0.2150300224438643,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.4,8,zigzag,0.0168618312211311,0.3250143115444024,-0.19666286332569968,-0.6020553084179685,-0.48935055358582397,-0.0017208885864300498,0.21330913385743425,-0.19494197473926964
zigzag,0.4,18,0.101927895465506,original_96,0.24616163010301453,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.4,18,zigzag,0.0448149563538853,0.8664053435403687,-0.14423373463750855,-0.5395287004207105,-0.22265326442392536,-0.0015421652622666718,0.24461946484074787,-0.14269156937524188
zigzag,0.4,26,0.3870557613435799,original_96,0.4507886252546969,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.4,26,zigzag,0.0351324464390413,1.6869127192999955,-0.06373286391111699,-0.5611869049684953,0.18154089454778477,-0.0016040721277783949,0.44918455312691846,-0.06212879178333859
zigzag,0.4,34,0.4974223743159867,original_96,0.43013892662845876,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.4,34,zigzag,0.0221711760633401,2.3508018031494,0.06728344768752792,-0.5901791649780326,0.5085825492904732,-0.0016869423369562332,0.42845198429150255,0.06897039002448416
zigzag,0.4,44,0.4566103734456908,original_96,0.3387465969856934,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.4,44,zigzag,0.0285505783425013,3.458988755202814,0.11786377645999735,-0.5759094765739073,1.054491954009675,-0.0016461544831440976,0.33710044250254934,0.11950993094314144
zigzag,0.4,56,0.4948362886143083,original_96,0.3308024810483632,reconstructed_locked_E_in_sample_from_original_96_training_formula,0.4,56,zigzag,0.0948666779481098,4.586618455066166,0.1640338075659451,-0.42757111568386535,1.6099791459996635,-0.001222150594105726,0.32958033045425744,0.16525595816005081
